No.,Name,name_url,HP,Att,Def,S.Att,S.Def,Spd,PrimaryType,SecondaryType,Ability1,Ability2,HiddenAbility,Generation,Male%,Female%,against_Normal,against_Fire,against_Water,against_Electric,against_Grass,against_Ice,against_Fight,against_Poison,against_Ground,against_Flying,against_Psychic,against_Bug,against_Rock,against_Ghost,against_Dragon,against_Dark,against_Steel,against_Fairy,Height (m),Weight (kg),Capture Rate,Base Happiness,Base Egg Steps,Experience Growth,mega_evolution,overall_legendary
342,Crawdaunt,crawdaunt,63,120,85,90,55,55,water,dark,Hyper Cutter,Shell Armor,Adaptability,3,50,50,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,1.1,32.8,155,50,1920,Fluctuating,0,0
343,Baltoy,baltoy,40,40,55,40,70,55,ground,psychic,Levitate,,,3,,,1,1,2,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1,0.5,21.5,255,50,2560,Medium Fast,0,0
344,Claydol,claydol,60,70,105,70,120,75,ground,psychic,Levitate,,,3,,,1,1,2,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1,1.5,108,90,50,2560,Medium Fast,0,0
345,Lileep,lileep,66,41,77,61,87,23,rock,grass,Suction Cups,,Storm Drain,3,88.14,11.86,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,23.8,45,50,3840,Erratic,0,0
346,Cradily,cradily,86,81,97,81,107,43,rock,grass,Suction Cups,,Storm Drain,3,88.14,11.86,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1.5,60.4,45,50,3840,Erratic,0,0
347,Anorith,anorith,45,95,50,40,50,75,rock,bug,Battle Armor,,Swift Swim,3,88.14,11.86,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,0.7,12.5,45,50,3840,Erratic,0,0
348,Armaldo,armaldo,75,125,100,70,80,45,rock,bug,Battle Armor,,Swift Swim,3,88.14,11.86,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,1.5,68.2,45,50,3840,Erratic,0,0
349,Feebas,feebas,20,15,20,10,55,80,water,,Swift Swim,Oblivious,Adaptability,3,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.6,7.4,255,50,2560,Erratic,0,0
350,Milotic,milotic,95,60,79,100,125,81,water,,Marvel Scale,Competitive,Cute Charm,3,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,6.2,162,60,50,2560,Erratic,0,0
351,Castform,castform,70,70,70,70,70,70,normal,,Forecast,,,3,50.2,49.8,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.3,0.8,45,50,3200,Medium Fast,0,0
352,Kecleon,kecleon,60,90,70,60,120,40,normal,,Color Change,,Protean,3,50.2,49.8,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,22,200,50,2560,Medium Slow,0,0
353,Shuppet,shuppet,44,75,35,63,33,45,ghost,,Insomnia,Frisk,Cursed Body,3,50,50,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0.6,2.3,225,35,3200,Fast,0,0
354,Banette,banette,64,115,65,83,63,65,ghost,,Insomnia,Frisk,Cursed Body,3,50,50,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,1.1,12.5,45,35,3200,Fast,1,0
355,Duskull,duskull,20,40,90,30,90,25,ghost,,Levitate,,Frisk,3,50,50,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0.8,15,190,35,3200,Fast,0,0
356,Dusclops,dusclops,40,70,130,60,130,25,ghost,,Pressure,,Frisk,3,50,50,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,1.6,30.6,90,35,3200,Fast,0,0
357,Tropius,tropius,99,68,83,72,87,51,grass,flying,Chlorophyll,Solar Power,Harvest,3,50,50,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1,2,100,200,50,3200,Slow,0,0
358,Chimecho,chimecho,75,50,80,95,90,65,psychic,,Levitate,,,3,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.6,1,45,50,3200,Fast,0,0
359,Absol,absol,65,130,60,75,60,75,dark,,Pressure,Super Luck,Justified,3,50.2,49.8,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,1.2,47,30,35,3200,Medium Slow,1,0
360,Wynaut,wynaut,95,23,48,23,48,23,psychic,,Shadow Tag,,Telepathy,3,50.2,49.8,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.6,14,125,50,2560,Medium Fast,0,0
361,Snorunt,snorunt,50,50,50,50,50,50,ice,,Inner Focus,Ice Body,Moody,3,50,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0.7,16.8,190,50,2560,Medium Fast,0,0
362,Glalie,glalie,80,80,80,80,80,80,ice,,Inner Focus,Ice Body,Moody,3,50,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,1.5,256.5,75,50,2560,Medium Fast,1,0
363,Spheal,spheal,70,40,50,55,50,25,ice,water,Thick Fat,Ice Body,Oblivious,3,50.2,49.8,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,0.8,39.5,255,50,2560,Medium Slow,0,0
364,Sealeo,sealeo,90,60,70,75,70,45,ice,water,Thick Fat,Ice Body,Oblivious,3,50.2,49.8,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,1.1,87.6,120,50,2560,Medium Slow,0,0
365,Walrein,walrein,110,80,90,95,90,65,ice,water,Thick Fat,Ice Body,Oblivious,3,50.2,49.8,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,1.4,150.6,45,50,2560,Medium Slow,0,0
366,Clamperl,clamperl,35,64,85,74,55,32,water,,Shell Armor,,Rattled,3,50.2,49.8,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.4,52.5,255,50,2560,Erratic,0,0
367,Huntail,huntail,55,104,105,94,75,52,water,,Swift Swim,,Water Veil,3,50.2,49.8,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.7,27,60,50,2560,Erratic,0,0
368,Gorebyss,gorebyss,55,84,105,114,75,52,water,,Swift Swim,,Hydration,3,50.2,49.8,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.8,22.6,60,50,2560,Erratic,0,0
369,Relicanth,relicanth,100,90,130,45,65,55,water,rock,Swift Swim,Rock Head,Sturdy,3,88.14,11.86,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,1,23.4,25,50,5120,Slow,0,0
370,Luvdisc,luvdisc,43,30,55,40,65,97,water,,Swift Swim,,Hydration,3,25,75,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.6,8.7,225,50,2560,Fast,0,0
371,Bagon,bagon,45,75,60,40,30,50,dragon,,Rock Head,,Sheer Force,3,50,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,0.6,42.1,45,35,5120,Slow,0,0
372,Shelgon,shelgon,65,95,100,60,50,50,dragon,,Rock Head,,Overcoat,3,50,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,1.1,110.5,45,35,5120,Slow,0,0
373,Salamence,salamence,95,135,80,110,80,100,dragon,flying,Intimidate,,Moxie,3,50,50,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,1.5,102.6,45,35,5120,Slow,1,0
374,Beldum,beldum,40,55,80,35,60,30,steel,psychic,Clear Body,,Light Metal,3,,,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,0.6,95.2,3,35,5120,Slow,0,0
375,Metang,metang,60,75,100,55,80,50,steel,psychic,Clear Body,,Light Metal,3,,,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,1.2,202.5,3,35,5120,Slow,0,0
376,Metagross,metagross,80,135,130,95,90,70,steel,psychic,Clear Body,,Light Metal,3,,,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,1.6,550,3,35,5120,Slow,1,0
377,Regirock,regirock,80,100,200,50,100,50,rock,,Clear Body,,Sturdy,3,,,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,1.7,230,3,35,10240,Slow,0,1
378,Regice,regice,80,50,100,100,200,50,ice,,Clear Body,,Ice Body,3,,,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,1.8,175,3,35,10240,Slow,0,1
379,Registeel,registeel,80,75,150,75,150,50,steel,,Clear Body,,Light Metal,3,,,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,1.9,205,3,35,10240,Slow,0,1
380,Latias,latias,80,80,90,110,130,110,dragon,psychic,Levitate,,,3,0,100,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,1.4,40,3,90,15360,Slow,1,1
381,Latios,latios,80,90,80,130,110,110,dragon,psychic,Levitate,,,3,100,0,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,2,60,3,90,15360,Slow,1,1
382,Kyogre,kyogre,100,100,90,150,140,90,water,,Drizzle,,,3,,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,4.5,352,3,0,15360,Slow,1,1
383,Groudon,groudon,100,150,140,100,90,90,ground,,Drought,,,3,,,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,3.5,950,3,0,15360,Slow,1,1
384,Rayquaza,rayquaza,105,150,90,150,90,95,dragon,flying,Air Lock,,,3,,,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,7,206.5,3,0,15360,Slow,1,1
385,Jirachi,jirachi,100,100,100,100,100,100,steel,psychic,Serene Grace,,,3,,,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,0.3,1.1,3,100,15360,Slow,0,1
386,Deoxys,deoxys,50,150,50,150,50,150,psychic,,Pressure,,,3,,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1.7,60.8,3,0,15360,Slow,0,1
387,Turtwig,turtwig,55,68,64,45,55,31,grass,,Overgrow,,Shell Armor,4,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.4,10.2,45,50,2560,Medium Slow,0,0
388,Grotle,grotle,75,89,85,55,65,36,grass,,Overgrow,,Shell Armor,4,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,1.1,97,45,50,2560,Medium Slow,0,0
389,Torterra,torterra,95,109,105,75,85,56,grass,ground,Overgrow,,Shell Armor,4,88,12,1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1,2.2,310,45,50,2560,Medium Slow,0,0
390,Chimchar,chimchar,44,58,44,58,44,61,fire,,Blaze,,Iron Fist,4,88,12,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.5,6.2,45,50,2560,Medium Slow,0,0
391,Monferno,monferno,64,78,52,78,52,81,fire,fighting,Blaze,,Iron Fist,4,88,12,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,0.9,22,45,50,2560,Medium Slow,0,0
392,Infernape,infernape,76,104,71,104,71,108,fire,fighting,Blaze,,Iron Fist,4,88,12,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,1.2,55,45,50,2560,Medium Slow,0,0
393,Piplup,piplup,53,51,53,61,56,40,water,,Torrent,,Competitive,4,88,12,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.4,5.2,45,50,2560,Medium Slow,0,0
394,Prinplup,prinplup,64,66,68,81,76,50,water,,Torrent,,Competitive,4,88,12,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.8,23,45,50,2560,Medium Slow,0,0
395,Empoleon,empoleon,84,86,88,111,101,60,water,steel,Torrent,,Competitive,4,88,12,0.5,1,0.5,2,1,0.25,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.25,0.5,1.7,84.5,45,50,2560,Medium Slow,0,0
396,Starly,starly,40,55,30,30,30,60,normal,flying,Keen Eye,,Reckless,4,50,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.3,2,255,50,1920,Medium Slow,0,0
397,Staravia,staravia,55,75,50,40,40,80,normal,flying,Intimidate,,Reckless,4,50,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.6,15.5,120,50,1920,Medium Slow,0,0
398,Staraptor,staraptor,85,120,70,50,60,100,normal,flying,Intimidate,,Reckless,4,50,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,1.2,24.9,45,50,1920,Medium Slow,0,0
399,Bidoof,bidoof,59,45,40,35,40,31,normal,,Simple,Unaware,Moody,4,50.2,49.8,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.5,20,255,50,1920,Medium Fast,0,0
400,Bibarel,bibarel,79,85,60,55,60,71,normal,water,Simple,Unaware,Moody,4,50.2,49.8,1,0.5,0.5,2,2,0.5,2,1,1,1,1,1,1,0,1,1,0.5,1,1,31.5,127,50,1920,Medium Fast,0,0
401,Kricketot,kricketot,37,25,41,25,41,25,bug,,Shed Skin,,Run Away,4,50,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.3,2.2,255,50,1920,Medium Slow,0,0
402,Kricketune,kricketune,77,85,51,55,51,65,bug,,Swarm,,Technician,4,50,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,1,25.5,45,50,1920,Medium Slow,0,0
403,Shinx,shinx,45,65,34,40,34,45,electric,,Rivalry,Intimidate,Guts,4,50,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.5,9.5,235,50,2560,Medium Slow,0,0
404,Luxio,luxio,60,85,49,60,49,60,electric,,Rivalry,Intimidate,Guts,4,50,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.9,30.5,120,100,2560,Medium Slow,0,0
405,Luxray,luxray,80,120,79,95,79,70,electric,,Rivalry,Intimidate,Guts,4,50,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,1.4,42,45,50,2560,Medium Slow,0,0
406,Budew,budew,40,30,35,50,70,55,grass,poison,Natural Cure,Poison Point,Leaf Guard,4,50.2,49.8,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0.2,1.2,255,50,2560,Medium Slow,0,0
407,Roserade,roserade,60,70,65,125,105,90,grass,poison,Natural Cure,Poison Point,Technician,4,50.2,49.8,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0.9,14.5,75,50,2560,Medium Slow,0,0
408,Cranidos,cranidos,67,125,40,30,30,58,rock,,Mold Breaker,,Sheer Force,4,88,12,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0.9,31.5,45,50,3840,Erratic,0,0
409,Rampardos,rampardos,97,165,60,65,50,58,rock,,Mold Breaker,,Sheer Force,4,88,12,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,1.6,102.5,45,50,3840,Erratic,0,0
410,Shieldon,shieldon,30,42,118,42,88,30,rock,steel,Sturdy,,Soundproof,4,88,12,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,0.5,57,45,50,3840,Erratic,0,0
411,Bastiodon,bastiodon,60,52,168,47,138,30,rock,steel,Sturdy,,Soundproof,4,88,12,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,1.3,149.5,45,50,3840,Erratic,0,0
412,Burmy,burmy,40,29,45,29,45,36,bug,,Shed Skin,,Overcoat,4,50.2,49.8,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.2,3.4,120,50,1920,Medium Fast,0,0
413,Wormadam,wormadam,60,59,85,79,105,36,bug,grass,Anticipation,,Overcoat,4,0,100,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,0.5,6.5,45,50,1920,Medium Fast,0,0
414,Mothim,mothim,70,94,50,94,50,66,bug,flying,Swarm,,Tinted Lens,4,100,0,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0.9,23.3,45,50,1920,Medium Fast,0,0
415,Combee,combee,30,30,42,30,42,70,bug,flying,Honey Gather,,Hustle,4,88,12,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0.3,5.5,120,50,1920,Medium Slow,0,0
416,Vespiquen,vespiquen,70,80,102,80,102,40,bug,flying,Pressure,,Unnerve,4,0,100,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,1.2,38.5,45,50,1920,Medium Slow,0,0
417,Pachirisu,pachirisu,60,45,70,45,90,95,electric,,Run Away,Pickup,Volt Absorb,4,50,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.4,3.9,200,100,1280,Medium Fast,0,0
418,Buizel,buizel,55,65,35,60,30,85,water,,Swift Swim,,Water Veil,4,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.7,29.5,190,50,2560,Medium Fast,0,0
419,Floatzel,floatzel,85,105,55,85,50,115,water,,Swift Swim,,Water Veil,4,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.1,33.5,75,50,2560,Medium Fast,0,0
420,Cherubi,cherubi,45,35,45,62,53,35,grass,,Chlorophyll,,,4,50.2,49.8,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.4,3.3,190,50,2560,Medium Fast,0,0
421,Cherrim,cherrim,70,60,70,87,78,85,grass,,Flower Gift,,,4,50.2,49.8,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.5,9.3,75,50,2560,Medium Fast,0,0
422,Shellos,shellos,76,48,48,57,62,34,water,,Sticky Hold,Storm Drain,Sand Force,4,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.3,6.3,190,50,2560,Medium Fast,0,0
423,Gastrodon,gastrodon,111,83,68,92,82,39,water,ground,Sticky Hold,Storm Drain,Sand Force,4,50,50,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,0.9,29.9,75,50,2560,Medium Fast,0,0
424,Ambipom,ambipom,75,100,66,60,66,115,normal,,Technician,Pickup,Skill Link,4,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.2,20.3,45,100,2560,Fast,0,0
425,Drifloon,drifloon,90,50,34,60,44,70,ghost,flying,Aftermath,Unburden,Flare Boost,4,50,50,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1,0.4,1.2,125,50,3840,Fluctuating,0,0
426,Drifblim,drifblim,150,80,44,90,54,80,ghost,flying,Aftermath,Unburden,Flare Boost,4,50,50,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1,1.2,15,60,50,3840,Fluctuating,0,0
427,Buneary,buneary,55,66,44,44,56,85,normal,,Run Away,Klutz,Limber,4,50.2,49.8,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.4,5.5,190,0,2560,Medium Fast,0,0
428,Lopunny,lopunny,65,76,84,54,96,105,normal,,Cute Charm,Klutz,Limber,4,50.2,49.8,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.2,33.3,60,140,2560,Medium Fast,1,0
429,Mismagius,mismagius,60,60,60,105,105,105,ghost,,Levitate,,,4,50,50,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0.9,4.4,45,35,3200,Fast,0,0
430,Honchkrow,honchkrow,100,125,52,105,52,71,dark,flying,Insomnia,Super Luck,Moxie,4,50,50,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,0.9,27.3,30,35,2560,Medium Slow,0,0
431,Glameow,glameow,49,55,42,42,37,85,normal,,Limber,Own Tempo,Keen Eye,4,24.9,75.1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.5,3.9,190,50,2560,Fast,0,0
432,Purugly,purugly,71,82,64,64,59,112,normal,,Thick Fat,Own Tempo,Defiant,4,24.9,75.1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,43.8,75,50,2560,Fast,0,0
433,Chingling,chingling,45,30,50,65,50,45,psychic,,Levitate,,,4,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.2,0.6,120,50,3200,Fast,0,0
434,Stunky,stunky,63,63,47,41,41,74,poison,dark,Stench,Aftermath,Keen Eye,4,50,50,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,0.4,19.2,225,50,2560,Medium Fast,0,0
435,Skuntank,skuntank,103,93,67,71,61,84,poison,dark,Stench,Aftermath,Keen Eye,4,50,50,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,1,38,60,50,2560,Medium Fast,0,0
436,Bronzor,bronzor,57,24,86,24,86,23,steel,psychic,Levitate,Heatproof,Heavy Metal,4,,,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,0.5,60.5,255,50,2560,Medium Fast,0,0
437,Bronzong,bronzong,67,89,116,79,116,33,steel,psychic,Levitate,Heatproof,Heavy Metal,4,,,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,1.3,187,90,50,2560,Medium Fast,0,0
438,Bonsly,bonsly,50,80,95,10,45,10,rock,,Sturdy,Rock Head,Rattled,4,50,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0.5,15,255,50,2560,Medium Fast,0,0
439,Mime Jr.,mimejr.,20,25,45,70,90,60,psychic,fairy,Soundproof,Filter,Technician,4,50.2,49.8,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,0.6,13,145,50,3200,Medium Fast,0,0
440,Happiny,happiny,100,5,5,15,65,30,normal,,Natural Cure,Serene Grace,Friend Guard,4,0,100,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.6,24.4,130,140,5120,Fast,0,0
441,Chatot,chatot,76,65,45,92,42,91,normal,flying,Keen Eye,Tangled Feet,Big Pecks,4,50.2,49.8,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.5,1.9,30,35,2560,Medium Slow,0,0
442,Spiritomb,spiritomb,50,92,108,92,108,35,ghost,dark,Pressure,,Infiltrator,4,50,50,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2,1,108,100,50,3840,Medium Fast,0,0
443,Gible,gible,58,70,45,40,45,42,dragon,ground,Sand Veil,,Rough Skin,4,50,50,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,0.7,20.5,45,50,5120,Slow,0,0
444,Gabite,gabite,68,90,65,50,55,82,dragon,ground,Sand Veil,,Rough Skin,4,50,50,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,1.4,56,45,50,5120,Slow,0,0
445,Garchomp,garchomp,108,130,95,80,85,102,dragon,ground,Sand Veil,,Rough Skin,4,50,50,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,1.9,95,45,50,5120,Slow,1,0
446,Munchlax,munchlax,135,85,40,40,85,5,normal,,Pickup,Thick Fat,Gluttony,4,88,12,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.6,105,50,50,5120,Slow,0,0
447,Riolu,riolu,40,70,40,35,40,60,fighting,,Steadfast,Inner Focus,Prankster,4,88,12,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.7,20.2,75,50,3200,Medium Slow,0,0
448,Lucario,lucario,70,110,70,115,70,90,fighting,steel,Steadfast,Inner Focus,Justified,4,88,12,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1,1.2,54,45,50,3200,Medium Slow,1,0
449,Hippopotas,hippopotas,68,72,78,38,42,32,ground,,Sand Stream,,Sand Force,4,50,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.8,49.5,140,50,3840,Slow,0,0
450,Hippowdon,hippowdon,108,112,118,68,72,47,ground,,Sand Stream,,Sand Force,4,50,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,2,300,60,50,3840,Slow,0,0
451,Skorupi,skorupi,40,50,90,30,55,65,poison,bug,Battle Armor,Sniper,Keen Eye,4,50.2,49.8,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,0.8,12,120,50,2560,Slow,0,0
452,Drapion,drapion,70,90,110,60,75,95,poison,dark,Battle Armor,Sniper,Keen Eye,4,50.2,49.8,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,1.3,61.5,45,50,2560,Slow,0,0
453,Croagunk,croagunk,48,61,40,61,40,50,poison,fighting,Anticipation,Dry Skin,Poison Touch,4,50,50,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1,0.7,23,140,100,1280,Medium Fast,0,0
454,Toxicroak,toxicroak,83,106,65,86,65,85,poison,fighting,Anticipation,Dry Skin,Poison Touch,4,50,50,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1,1.3,44.4,75,50,2560,Medium Fast,0,0
455,Carnivine,carnivine,74,100,72,90,72,46,grass,,Levitate,,,4,50.2,49.8,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,1.4,27,200,50,3200,Slow,0,0
456,Finneon,finneon,49,49,56,49,61,66,water,,Swift Swim,Storm Drain,Water Veil,4,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.4,7,190,50,2560,Erratic,0,0
457,Lumineon,lumineon,69,69,76,69,86,91,water,,Swift Swim,Storm Drain,Water Veil,4,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.2,24,75,50,2560,Erratic,0,0
458,Mantyke,mantyke,45,20,50,60,120,50,water,flying,Swift Swim,Water Absorb,Water Veil,4,50.2,49.8,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,1,65,25,50,3200,Slow,0,0
