UniqeIdentifier,No.,Name,name_url,HP,Att,Def,S.Att,S.Def,Spd,Ph.Sweep,Sp.Sweep,Wall,Ph.Tank,Sp.Tank,PrimaryType,SecondaryType,Ability,Ability Gen,Ability Category,Activation Requirement,Gen,Male%,Female%,against_Normal,against_Fire,against_Water,against_Electric,against_Grass,against_Ice,against_Fight,against_Poison,against_Ground,against_Flying,against_Psychic,against_Bug,against_Rock,against_Ghost,against_Dragon,against_Dark,against_Steel,against_Fairy,Height (m),Weight (kg),Capture Rate,Base Happiness,Base Egg Steps,Experience Growth,mega_evolution,overall_legendary,final_stage,regional_form
886drakloakCursed Body8,886,Drakloak,drakloak,68,80,50,60,50,102,182,162,168,130,110,dragon,ghost,Cursed Body,5,Miscellaneous,No,8,50,50,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2,1.4,11,45,50,5120,Slow,0,0,0,0
887dragapultClear Body8,887,Dragapult,dragapult,88,120,75,100,75,142,262,242,238,195,175,dragon,ghost,Clear Body,3,Stats Affected,Yes,8,50,50,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2,3,50,45,50,5120,Slow,0,0,1,0
887dragapultInfiltrator8,887,Dragapult,dragapult,88,120,75,100,75,142,262,242,238,195,175,dragon,ghost,Infiltrator,5,Miscellaneous,No,8,50,50,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2,3,50,45,50,5120,Slow,0,0,1,0
887dragapultCursed Body8,887,Dragapult,dragapult,88,120,75,100,75,142,262,242,238,195,175,dragon,ghost,Cursed Body,5,Miscellaneous,No,8,50,50,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2,3,50,45,50,5120,Slow,0,0,1,0
888zacianIntrepid Sword8,888,Zacian,zacian,92,120,115,80,115,138,258,218,322,235,195,fairy,,Intrepid Sword,8,Conditional Power Boosts,Yes,8,0,0,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,2.8,110,10,0,15360,Slow,0,1,1,0
889zamazentaDauntless Shield8,889,Zamazenta,zamazenta,92,120,115,80,115,138,258,218,322,235,195,fighting,,Dauntless Shield,8,Conditional Power Boosts,Yes,8,0,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,2.9,210,10,0,15360,Slow,0,1,1,0
890eternatusPressure8,890,Eternatus,eternatus,140,85,95,145,95,130,215,275,330,180,240,poison,dragon,Pressure,3,Stats Affected,No,8,0,0,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1,20,950,255,0,15360,Slow,0,1,1,0
891kubfuInner Focus8,891,Kubfu,kubfu,60,90,60,53,50,72,162,125,170,150,103,fighting,,Inner Focus,3,Miscellaneous,Yes,8,88,12,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.6,12,3,50,15360,Slow,0,1,0,0
892urshifuUnseen Fist8,892,Urshifu,urshifu,100,130,100,63,60,97,227,160,260,230,123,fighting,dark,Unseen Fist,8,Miscellaneous,No,8,88,12,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,1.9,105,3,50,15360,Slow,0,1,1,0
892urshifuUnseen Fist8,892,Urshifu,urshifu,100,130,100,63,60,97,227,160,260,230,123,fighting,water,Unseen Fist,8,Miscellaneous,No,8,88,12,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2,1.9,105,3,50,15360,Slow,0,1,1,0
893zarudeLeaf Guard8,893,Zarude,zarude,105,120,105,70,95,105,225,175,305,225,165,dark,grass,Leaf Guard,4,Stats Affected,Yes,8,0,0,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2,1.8,70,3,0,15360,Slow,0,1,1,0
894regielekiTransistor8,894,Regieleki,regieleki,80,100,50,100,50,200,300,300,180,150,150,electric,,Transistor,8,Conditional Power Boosts,No,8,0,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,1.2,145,3,35,15360,Slow,0,1,1,0
895regidragoDragon's Maw8,895,Regidrago,regidrago,200,100,50,100,50,80,180,180,300,150,150,dragon,,Dragon's Maw,8,Conditional Power Boosts,No,8,0,0,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,2.1,200,3,35,15360,Slow,0,1,1,0
896glastrierChilling Neigh8,896,Glastrier,glastrier,100,145,130,65,110,30,175,95,340,275,175,ice,,Chilling Neigh,8,Conditional Power Boosts,Yes,8,0,0,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,2.2,800,3,35,15360,Slow,0,1,1,0
897spectrierGrim Neigh8,897,Spectrier,spectrier,100,65,60,145,80,130,195,275,240,125,225,ghost,,Grim Neigh,8,Conditional Power Boosts,Yes,8,0,0,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,2,44.5,3,35,15360,Slow,0,1,1,0
898calyrexUnnerve8,898,Calyrex,calyrex,100,80,80,80,80,80,160,160,260,160,160,psychic,grass,Unnerve,5,Miscellaneous,No,8,0,0,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1,1.1,7.7,3,100,15360,Slow,0,1,1,0
899wyrdeerIntimidate8,899,Wyrdeer,wyrdeer,103,105,72,105,75,65,170,170,250,177,180,normal,psychic,Intimidate,3,Stats Affected,No,8,50,50,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1,1.8,95.1,45,50,2560,Slow,0,0,1,0
899wyrdeerFrisk8,899,Wyrdeer,wyrdeer,103,105,72,105,75,65,170,170,250,177,180,normal,psychic,Frisk,4,Item Interaction,No,8,50,50,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1,1.8,95.1,45,50,2560,Slow,0,0,1,0
899wyrdeerSap Sipper8,899,Wyrdeer,wyrdeer,103,105,72,105,75,65,170,170,250,177,180,normal,psychic,Sap Sipper,5,Conditional Power Boosts,Yes,8,50,50,1,1,1,1,0,1,1,1,1,1,0.5,2,1,0,1,2,1,1,1.8,95.1,45,50,2560,Slow,0,0,1,0
900kleavorSwarm8,900,Kleavor,kleavor,70,135,95,45,70,85,220,130,235,230,115,bug,rock,Swarm,3,Conditional Power Boosts,Yes,8,50,50,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,1.8,89,15,50,2560,Medium Fast,0,0,1,0
900kleavorSheer Force8,900,Kleavor,kleavor,70,135,95,45,70,85,220,130,235,230,115,bug,rock,Sheer Force,5,Stats Affected,Yes,8,50,50,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,1.8,89,15,50,2560,Medium Fast,0,0,1,0
900kleavorSharpness8,900,Kleavor,kleavor,70,135,95,45,70,85,220,130,235,230,115,bug,rock,Sharpness,9,Conditional Power Boosts,Yes,8,50,50,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,1.8,89,15,50,2560,Medium Fast,0,0,1,0
901ursalunaGuts8,901,Ursaluna,ursaluna,130,140,105,45,80,50,190,95,315,245,125,ground,normal,Guts,3,Conditional Power Boosts,Yes,8,50,50,1,1,2,0,2,2,2,0.5,1,1,1,1,0.5,0,1,1,1,1,2.4,290,20,50,2560,Medium Fast,0,0,1,0
901ursalunaBulletproof8,901,Ursaluna,ursaluna,130,140,105,45,80,50,190,95,315,245,125,ground,normal,Bulletproof,6,Damage Modification,No,8,50,50,1,1,2,0,2,2,2,0.5,1,1,1,1,0.5,0,1,1,1,1,2.4,290,20,50,2560,Medium Fast,0,0,1,0
901ursalunaUnnerve8,901,Ursaluna,ursaluna,130,140,105,45,80,50,190,95,315,245,125,ground,normal,Unnerve,5,Miscellaneous,No,8,50,50,1,1,2,0,2,2,2,0.5,1,1,1,1,0.5,0,1,1,1,1,2.4,290,20,50,2560,Medium Fast,0,0,1,0
902basculegionSwift Swim8,902,Basculegion,basculegion,120,112,65,80,75,78,190,158,260,177,155,water,ghost,Swift Swim,3,Stats Affected,Yes,8,50,50,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,3,110,45,50,2560,Medium Fast,0,0,1,0
902basculegionAdaptability8,902,Basculegion,basculegion,120,112,65,80,75,78,190,158,260,177,155,water,ghost,Adaptability,4,Conditional Power Boosts,No,8,50,50,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,3,110,45,50,2560,Medium Fast,0,0,1,0
902basculegionMold Breaker8,902,Basculegion,basculegion,120,112,65,80,75,78,190,158,260,177,155,water,ghost,Mold Breaker,4,Immunity to Effects,No,8,50,50,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,3,110,45,50,2560,Medium Fast,0,0,1,0
903sneaslerPressure8,903,Sneasler,sneasler,80,130,60,40,80,120,250,160,220,190,120,fighting,poison,Pressure,3,Stats Affected,No,8,50,50,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1,1.3,43,20,50,2560,Medium Slow,0,0,1,0
903sneaslerUnburden8,903,Sneasler,sneasler,80,130,60,40,80,120,250,160,220,190,120,fighting,poison,Unburden,4,Stats Affected,Yes,8,50,50,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1,1.3,43,20,50,2560,Medium Slow,0,0,1,0
903sneaslerPoison Touch8,903,Sneasler,sneasler,80,130,60,40,80,120,250,160,220,190,120,fighting,poison,Poison Touch,5,Status Affected,Yes,8,50,50,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1,1.3,43,20,50,2560,Medium Slow,0,0,1,0
904overqwilPoison Point8,904,Overqwil,overqwil,85,115,95,65,65,85,200,150,245,210,130,dark,poison,Poison Point,3,Status Affected,No,8,50,50,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,2.5,60.5,45,50,2560,Medium Fast,0,0,1,0
904overqwilSwift Swim8,904,Overqwil,overqwil,85,115,95,65,65,85,200,150,245,210,130,dark,poison,Swift Swim,3,Stats Affected,Yes,8,50,50,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,2.5,60.5,45,50,2560,Medium Fast,0,0,1,0
904overqwilIntimidate8,904,Overqwil,overqwil,85,115,95,65,65,85,200,150,245,210,130,dark,poison,Intimidate,3,Stats Affected,No,8,50,50,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,2.5,60.5,45,50,2560,Medium Fast,0,0,1,0
905enamorusCute Charm8,905,Enamorus,enamorus,74,115,70,135,80,106,221,241,224,185,215,fairy,flying,Cute Charm,3,Stats Affected,Yes,8,0,100,1,1,1,2,0.5,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1,1.6,48,3,50,2560,Slow,0,1,1,0
905enamorusContrary8,905,Enamorus,enamorus,74,115,70,135,80,106,221,241,224,185,215,fairy,flying,Contrary,5,Stats Affected,No,8,0,100,1,1,1,2,0.5,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1,1.6,48,3,50,2560,Slow,0,1,1,0
906sprigatitoOvergrow9,906,Sprigatito,sprigatito,40,61,54,45,45,65,126,110,139,115,90,grass,,Overgrow,3,Conditional Power Boosts,Yes,9,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.4,4.1,45,50,2560,Medium Slow,0,0,0,0
906sprigatitoProtean9,906,Sprigatito,sprigatito,40,61,54,45,45,65,126,110,139,115,90,grass,,Protean,6,Type Advantage and Manipulation,No,9,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.4,4.1,45,50,2560,Medium Slow,0,0,0,0
907floragatoOvergrow9,907,Floragato,floragato,61,80,63,60,63,83,163,143,187,143,123,grass,,Overgrow,3,Conditional Power Boosts,Yes,9,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.9,12.2,45,50,2560,Medium Slow,0,0,0,0
907floragatoProtean9,907,Floragato,floragato,61,80,63,60,63,83,163,143,187,143,123,grass,,Protean,6,Type Advantage and Manipulation,No,9,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.9,12.2,45,50,2560,Medium Slow,0,0,0,0
908meowscaradaOvergrow9,908,Meowscarada,meowscarada,76,110,70,81,70,123,233,204,216,180,151,grass,dark,Overgrow,3,Conditional Power Boosts,Yes,9,88,12,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2,1.5,31.2,45,50,2560,Medium Slow,0,0,1,0
908meowscaradaProtean9,908,Meowscarada,meowscarada,76,110,70,81,70,123,233,204,216,180,151,grass,dark,Protean,6,Type Advantage and Manipulation,No,9,88,12,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2,1.5,31.2,45,50,2560,Medium Slow,0,0,1,0
909fuecocoBlaze9,909,Fuecoco,fuecoco,67,45,59,63,40,36,81,99,166,104,103,fire,,Blaze,3,Conditional Power Boosts,Yes,9,88,12,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.4,9.8,45,50,2560,Medium Slow,0,0,0,0
909fuecocoUnaware9,909,Fuecoco,fuecoco,67,45,59,63,40,36,81,99,166,104,103,fire,,Unaware,4,Stats Affected,Yes,9,88,12,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.4,9.8,45,50,2560,Medium Slow,0,0,0,0
910crocalorBlaze9,910,Crocalor,crocalor,81,55,78,90,58,49,104,139,217,133,148,fire,,Blaze,3,Conditional Power Boosts,Yes,9,88,12,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,1,30.7,45,50,2560,Medium Slow,0,0,0,0
910crocalorUnaware9,910,Crocalor,crocalor,81,55,78,90,58,49,104,139,217,133,148,fire,,Unaware,4,Stats Affected,Yes,9,88,12,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,1,30.7,45,50,2560,Medium Slow,0,0,0,0
911skeledirgeBlaze9,911,Skeledirge,skeledirge,104,75,100,110,75,66,141,176,279,175,185,fire,ghost,Blaze,3,Conditional Power Boosts,Yes,9,88,12,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,1.6,326.5,45,50,2560,Medium Slow,0,0,1,0
911skeledirgeUnaware9,911,Skeledirge,skeledirge,104,75,100,110,75,66,141,176,279,175,185,fire,ghost,Unaware,4,Stats Affected,Yes,9,88,12,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,1.6,326.5,45,50,2560,Medium Slow,0,0,1,0
912quaxlyTorrent9,912,Quaxly,quaxly,55,65,45,50,45,50,115,100,145,110,95,water,,Torrent,3,Conditional Power Boosts,Yes,9,88,12,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,6.1,45,50,2560,Medium Slow,0,0,0,0
912quaxlyMoxie9,912,Quaxly,quaxly,55,65,45,50,45,50,115,100,145,110,95,water,,Moxie,5,Conditional Power Boosts,Yes,9,88,12,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,6.1,45,50,2560,Medium Slow,0,0,0,0
913quaxwellTorrent9,913,Quaxwell,quaxwell,70,85,65,65,60,65,150,130,195,150,125,water,,Torrent,3,Conditional Power Boosts,Yes,9,88,12,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.2,21.5,45,50,2560,Medium Slow,0,0,0,0
913quaxwellMoxie9,913,Quaxwell,quaxwell,70,85,65,65,60,65,150,130,195,150,125,water,,Moxie,5,Conditional Power Boosts,Yes,9,88,12,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.2,21.5,45,50,2560,Medium Slow,0,0,0,0
914quaquavalTorrent9,914,Quaquaval,quaquaval,85,120,80,85,75,85,205,170,240,200,160,water,fighting,Torrent,3,Conditional Power Boosts,Yes,9,88,12,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2,1.8,61.9,45,50,2560,Medium Slow,0,0,1,0
914quaquavalMoxie9,914,Quaquaval,quaquaval,85,120,80,85,75,85,205,170,240,200,160,water,fighting,Moxie,5,Conditional Power Boosts,Yes,9,88,12,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2,1.8,61.9,45,50,2560,Medium Slow,0,0,1,0
915lechonkAroma Veil9,915,Lechonk,lechonk,54,45,40,35,45,35,80,70,139,85,80,normal,,Aroma Veil,6,Damage Modification,No,9,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.5,10.2,255,50,1920,Medium Fast,0,0,0,0
915lechonkGluttony9,915,Lechonk,lechonk,54,45,40,35,45,35,80,70,139,85,80,normal,,Gluttony,4,Miscellaneous,No,9,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.5,10.2,255,50,1920,Medium Fast,0,0,0,0
915lechonkThick Fat9,915,Lechonk,lechonk,54,45,40,35,45,35,80,70,139,85,80,normal,,Thick Fat,3,Type Advantage and Manipulation,No,9,50,50,1,0.5,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.5,10.2,255,50,1920,Medium Fast,0,0,0,0
916oinkologneLingering Aroma9,916,Oinkologne,oinkologne,110,100,75,59,80,65,165,124,265,175,139,normal,,Lingering Aroma,9,Ability Interaction,Yes,9,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,120,100,50,1920,Medium Fast,0,0,1,0
916oinkologneGluttony9,916,Oinkologne,oinkologne,110,100,75,59,80,65,165,124,265,175,139,normal,,Gluttony,4,Miscellaneous,No,9,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,120,100,50,1920,Medium Fast,0,0,1,0
916oinkologneThick Fat9,916,Oinkologne,oinkologne,110,100,75,59,80,65,165,124,265,175,139,normal,,Thick Fat,3,Type Advantage and Manipulation,No,9,50,50,1,0.5,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,120,100,50,1920,Medium Fast,0,0,1,0
917tarountulaInsomnia9,917,Tarountula,tarountula,35,41,45,29,40,20,61,49,120,86,69,bug,,Insomnia,3,Damage Modification,Yes,9,50,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.3,4,255,50,1920,Erratic,0,0,0,0
917tarountulaStakeout9,917,Tarountula,tarountula,35,41,45,29,40,20,61,49,120,86,69,bug,,Stakeout,7,Damage Modification,Yes,9,50,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.3,4,255,50,1920,Erratic,0,0,0,0
918spidopsInsomnia9,918,Spidops,spidops,60,79,92,52,86,35,114,87,238,171,138,bug,,Insomnia,3,Damage Modification,Yes,9,50,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,1,16.5,120,50,1920,Erratic,0,0,1,0
918spidopsStakeout9,918,Spidops,spidops,60,79,92,52,86,35,114,87,238,171,138,bug,,Stakeout,7,Damage Modification,Yes,9,50,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,1,16.5,120,50,1920,Erratic,0,0,1,0
919nymbleSwarm9,919,Nymble,nymble,33,46,40,21,25,45,91,66,98,86,46,bug,,Swarm,3,Conditional Power Boosts,Yes,9,50,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.2,1,190,20,2560,Medium Fast,0,0,0,0
919nymbleTinted Lens9,919,Nymble,nymble,33,46,40,21,25,45,91,66,98,86,46,bug,,Tinted Lens,4,Conditional Power Boosts,No,9,50,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.2,1,190,20,2560,Medium Fast,0,0,0,0
920lokixSwarm9,920,Lokix,lokix,71,102,78,52,55,92,194,144,204,180,107,bug,dark,Swarm,3,Conditional Power Boosts,Yes,9,50,50,1,2,1,1,0.5,1,1,1,0.5,2,0,2,2,0.5,1,0.5,1,2,1,17.5,30,0,2560,Medium Fast,0,0,1,0
920lokixTinted Lens9,920,Lokix,lokix,71,102,78,52,55,92,194,144,204,180,107,bug,dark,Tinted Lens,4,Conditional Power Boosts,No,9,50,50,1,2,1,1,0.5,1,1,1,0.5,2,0,2,2,0.5,1,0.5,1,2,1,17.5,30,0,2560,Medium Fast,0,0,1,0
921pawmiStatic9,921,Pawmi,pawmi,45,50,20,40,25,60,110,100,90,70,65,electric,,Static,3,Stats Affected,No,9,50,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.3,2.5,190,50,1920,Medium Fast,0,0,0,0
921pawmiNatural Cure9,921,Pawmi,pawmi,45,50,20,40,25,60,110,100,90,70,65,electric,,Natural Cure,3,Stats Affected,Yes,9,50,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.3,2.5,190,50,1920,Medium Fast,0,0,0,0
921pawmiIron Fist9,921,Pawmi,pawmi,45,50,20,40,25,60,110,100,90,70,65,electric,,Iron Fist,4,Conditional Power Boosts,Yes,9,50,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.3,2.5,190,50,1920,Medium Fast,0,0,0,0
922pawmoVolt Absorb9,922,Pawmo,pawmo,60,75,40,50,40,85,160,135,140,115,90,electric,fighting,Volt Absorb,3,Healing,Yes,9,50,50,1,1,1,0,1,1,1,1,2,1,2,0.5,0.5,1,1,0.5,0.5,2,0.4,6.5,80,50,1920,Medium Fast,0,0,0,0
922pawmoNatural Cure9,922,Pawmo,pawmo,60,75,40,50,40,85,160,135,140,115,90,electric,fighting,Natural Cure,3,Stats Affected,Yes,9,50,50,1,1,1,0.5,1,1,1,1,2,1,2,0.5,0.5,1,1,0.5,0.5,2,0.4,6.5,80,50,1920,Medium Fast,0,0,0,0
922pawmoIron Fist9,922,Pawmo,pawmo,60,75,40,50,40,85,160,135,140,115,90,electric,fighting,Iron Fist,4,Conditional Power Boosts,Yes,9,50,50,1,1,1,0.5,1,1,1,1,2,1,2,0.5,0.5,1,1,0.5,0.5,2,0.4,6.5,80,50,1920,Medium Fast,0,0,0,0
923pawmotVolt Absorb9,923,Pawmot,pawmot,70,115,70,70,60,105,220,175,200,185,130,electric,fighting,Volt Absorb,3,Healing,Yes,9,50,50,1,1,1,0,1,1,1,1,2,1,2,0.5,0.5,1,1,0.5,0.5,2,0.9,41,45,50,1920,Medium Fast,0,0,1,0
923pawmotNatural Cure9,923,Pawmot,pawmot,70,115,70,70,60,105,220,175,200,185,130,electric,fighting,Natural Cure,3,Stats Affected,Yes,9,50,50,1,1,1,0.5,1,1,1,1,2,1,2,0.5,0.5,1,1,0.5,0.5,2,0.9,41,45,50,1920,Medium Fast,0,0,1,0
923pawmotIron Fist9,923,Pawmot,pawmot,70,115,70,70,60,105,220,175,200,185,130,electric,fighting,Iron Fist,4,Conditional Power Boosts,Yes,9,50,50,1,1,1,0.5,1,1,1,1,2,1,2,0.5,0.5,1,1,0.5,0.5,2,0.9,41,45,50,1920,Medium Fast,0,0,1,0
924tandemausRun Away9,924,Tandemaus,tandemaus,50,50,45,40,45,75,125,115,140,95,85,normal,,Run Away,3,Miscellaneous,No,9,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.3,1.8,150,50,1280,Fast,0,0,0,0
924tandemausPickup9,924,Tandemaus,tandemaus,50,50,45,40,45,75,125,115,140,95,85,normal,,Pickup,3,Miscellaneous,No,9,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.3,1.8,150,50,1280,Fast,0,0,0,0
924tandemausOwn Tempo9,924,Tandemaus,tandemaus,50,50,45,40,45,75,125,115,140,95,85,normal,,Own Tempo,3,Damage Modification,Yes,9,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.3,1.8,150,50,1280,Fast,0,0,0,0
925mausholdFriend Guard9,925,Maushold,maushold,74,75,70,65,75,111,186,176,219,145,140,normal,,Friend Guard,5,Damage Modification,No,9,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.3,2.3,75,50,1280,Fast,0,0,1,0
925mausholdCheek Pouch9,925,Maushold,maushold,74,75,70,65,75,111,186,176,219,145,140,normal,,Cheek Pouch,6,Healing,Yes,9,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.3,2.3,75,50,1280,Fast,0,0,1,0
925mausholdTechnician9,925,Maushold,maushold,74,75,70,65,75,111,186,176,219,145,140,normal,,Technician,4,Conditional Power Boosts,No,9,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.3,2.3,75,50,1280,Fast,0,0,1,0
926fidoughOwn Tempo9,926,Fidough,fidough,37,55,70,30,55,65,120,95,162,125,85,fairy,,Own Tempo,3,Damage Modification,Yes,9,50,50,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0.3,10.9,190,50,2560,Medium Slow,0,0,0,0
926fidoughKlutz9,926,Fidough,fidough,37,55,70,30,55,65,120,95,162,125,85,fairy,,Klutz,4,Miscellaneous,No,9,50,50,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0.3,10.9,190,50,2560,Medium Slow,0,0,0,0
927dachsbunWell-Baked Body9,927,Dachsbun,dachsbun,57,80,115,50,80,95,175,145,252,195,130,fairy,,Well-Baked Body,9,Immunity to Effects,No,9,50,50,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0.5,14.9,90,50,2560,Medium Slow,0,0,1,0
927dachsbunAroma Veil9,927,Dachsbun,dachsbun,57,80,115,50,80,95,175,145,252,195,130,fairy,,Aroma Veil,6,Damage Modification,No,9,50,50,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0.5,14.9,90,50,2560,Medium Slow,0,0,1,0
928smolivEarly Bird9,928,Smoliv,smoliv,41,35,45,58,51,30,65,88,137,80,109,grass,normal,Early Bird,3,Status Affected,No,9,50,50,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,0.3,6.5,255,50,2560,Medium Slow,0,0,0,0
928smolivHarvest9,928,Smoliv,smoliv,41,35,45,58,51,30,65,88,137,80,109,grass,normal,Harvest,5,Miscellaneous,Yes,9,50,50,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,0.3,6.5,255,50,2560,Medium Slow,0,0,0,0
929dollivEarly Bird9,929,Dolliv,dolliv,52,53,60,78,78,33,86,111,190,113,156,grass,normal,Early Bird,3,Status Affected,No,9,50,50,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,0.6,11.9,120,50,2560,Medium Slow,0,0,0,0
929dollivHarvest9,929,Dolliv,dolliv,52,53,60,78,78,33,86,111,190,113,156,grass,normal,Harvest,5,Miscellaneous,Yes,9,50,50,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,0.6,11.9,120,50,2560,Medium Slow,0,0,0,0
